index,x,y,z,s2_bottom,cs2_bottom,s1,cs1
12,-7.19387742001724,43.02264292066828,-14.185212521973376,263.24849545396864,340.7223595108699,5.1998820304870605,6.800711307601983
16,15.991421504408617,-46.30121592227431,0.05463578924536705,11761.305668574292,13628.650697064717,71.394287109375,99.48514967643662
17,22.339900270878758,37.45077663110837,-9.352380359244032,612.1131054700236,780.0577772038636,5.919494152069092,7.934515021719121
19,35.75915420874858,30.502441675901743,-7.355952794757717,745.8154851590516,940.6430894791378,18.876123428344727,25.30201115924907
23,38.730081234472145,26.353202298740573,-51.68537598542011,320.53175434240984,657.8866180196405,24.418052673339844,24.78992191067521
29,36.43204679693896,5.462037898351318,-86.19643008307278,324.0118217900308,898.127078102467,47.63393020629883,38.99018173278125
33,37.22835972668363,30.0460232927751,-61.59982601375583,259.84667818307935,605.357518071208,9.878849983215332,9.459033154783606
37,-47.286857489617944,7.924887102773791,-9.33810760613791,139.71381145809755,179.1212294088834,147.77154541015625,198.41436220364642
48,23.815505223190215,38.798259964058005,-71.27877700533628,231.4702151088277,607.3861525249162,11.254859924316406,10.266988659735446
50,18.86965963670013,44.31840894679693,-40.2479334113273,509.1589395402334,946.6645187360106,160.1155242919922,173.67696903905926
51,32.94645300768226,18.51791717811189,-86.2597866662901,130.8905752232822,362.7581158806649,7.903803825378418,6.4608153504279695
52,20.222305410284008,-3.4521619752546617,-35.613180592675754,751.776683483331,1079.5542446806012,46.19791793823242,50.65854876357824
63,12.362030189193755,38.550822771288885,-49.822851419920504,483.4491345520655,893.2340631884729,8.498177528381348,8.691358704730089
72,-24.60493101136303,24.287698982378167,-6.638252083943047,352.99822604630754,386.3173713639558,8.338915824890137,11.540025337737443
79,3.688749715096192,46.16822333107693,-46.953369546218504,720.860210053419,1407.44238806708,73.31600189208984,77.24079574982554
81,16.1279713972432,43.87430987228246,-50.710087190379035,2487.4738656557747,4939.157710438074,161.76161193847656,164.9919211891596
82,28.081788018416386,39.79942910758498,-54.76701583641197,299.75712709504296,663.5993779146415,26.50296974182129,26.43564066176748
86,-12.6755525565081,41.60831648672084,-64.29048300941581,119.1035513804618,263.44687061313834,4.437496185302734,4.165012275516739
88,38.25007950129115,-1.1457098665471053,-40.73133335717555,1202.661219678761,2003.081510251366,83.77691650390625,90.24538864606617
94,16.774644097296935,44.818884974434425,-84.08170685203747,342.5932107041299,991.4490733569302,52.27468490600586,46.02226770944452
100,10.964606435552405,47.32475582466431,-75.14503215856506,305.1532533899881,799.3897222974463,19.976924896240234,18.028523039480508
102,13.089452826681793,39.00481017191844,-86.82894706268178,239.00721911079017,676.3103982885523,26.51725959777832,22.930123812961945
107,42.547936932160255,-22.80043515726273,-16.902672542159277,690.7013033348994,983.5830438856037,78.17240905761719,96.28299918985593
110,15.311453009872018,45.29890720823887,-50.62496148689473,485.87876389035955,980.3738675102984,34.05694580078125,34.72955335425644
112,24.492429253811764,33.941544721601396,-61.28960640015943,1047.5465085975884,2317.771198581999,127.42660522460938,122.32676088454917
120,35.90531453574824,25.100149992389426,-40.90248323079453,1160.795930697408,2009.2365872139326,95.9316635131836,103.56036055836258
121,19.355340596000538,42.22870087087022,-68.61283226384705,628.5999719933461,1570.3891349778107,84.18971252441406,77.98073687354126
124,30.77794190591942,34.522130036378186,-56.887284407732274,750.1846572639188,1590.9076184529558,118.39679718017578,117.36184905200946
126,-11.153318953316287,42.605822942424616,-95.4059416046629,217.06273959582904,672.334377731309,16.382219314575195,14.15056229864257
128,-5.377942161185562,-16.049773810681696,0.09727835655212402,5720.494154584594,5241.908818273528,24.817211151123047,33.656649306835334
139,23.15165310241003,35.547737591156256,-42.72062198290864,285.11134690401377,527.209560397625,10.77418041229248,11.616632565869008
144,35.93862413974285,25.220576194320277,-55.978321188718944,277.8240708247358,572.0828431250682,10.008401870727539,9.94360070994586
150,22.548898277372277,39.53294377135926,-6.5424647122578765,1460.7979955598712,1855.9536236356835,55.7818603515625,75.83458163444612
154,4.777920266341682,45.46087000237547,-38.399385165195035,1061.3961751195602,1863.113295263139,107.7919921875,118.39878258732747
156,28.608823679305875,30.96581944692448,-50.59974180297485,315.01661685433646,602.3592847260668,3.1506187915802,3.2197905457842406
161,7.804132161511948,46.56047804588188,-68.34885550256905,577.0851300533395,1421.0971779509048,101.73200988769531,94.77826040407625
165,4.110909551744709,32.031222422887616,-55.96196664573947,523.3870319325069,1013.1522966410314,26.684417724609375,26.133532339976323
168,3.714401755431438,17.471109199775025,-95.7428142505266,203.42709667524105,600.4059190312934,12.979009628295898,9.492441804804058
178,44.08645866484736,16.690035258737595,-60.81532783712405,324.77308517856,742.6517270454727,13.644227981567383,13.044147413189817
191,9.617093039537108,40.809106590844515,-67.86052412486637,121.99336980636872,284.77880539770234,6.826581001281738,6.273942454865923
195,20.281795490159002,41.391982721590026,-19.467450589031692,668.3143714973994,963.3833868673897,10.011187553405762,12.339053206618939
219,21.170780108099944,43.1155851367235,-44.420821790002634,1694.9340005604317,3302.9582195032517,63.929080963134766,67.85373039057835
220,-23.5349472141001,35.03737469412262,-4.790748880970914,1315.2108757636888,1521.1484595917354,71.39094543457031,103.4528283722022
222,-47.151317776027334,7.177752536852336,-22.519485746045724,232.9387816861199,341.140717639415,132.8302001953125,159.9227826468352
226,38.26868234014985,27.746602385698303,-9.098791743846226,848.9863401330222,1120.5366673906533,106.99761962890625,142.0381291745766
234,23.01442867771778,-33.294318509223025,0.030649345368146896,6509.297245049151,7075.720277967108,32.896697998046875,45.506561444574245
242,26.17171013241436,21.4683476495214,0.07595707476139069,17028.012186042964,17506.420750659126,28.083879470825195,39.418029706825926
267,28.103421764040103,18.102881299635172,-84.63650488651344,468.5426205562544,1246.2660638578702,57.86768341064453,46.87631062107809
273,35.65376551265992,24.22298364761756,-83.39163021672583,498.59208580506674,1381.9285307279508,20.645837783813477,17.49154719815324
276,-2.2321334067241008,45.93511038528461,-75.05113569608498,388.2579477339241,1000.4867758768595,16.789318084716797,15.154209089798316
277,20.805241603962134,35.66177435541624,-21.40070260112914,1385.1474924659415,1966.2819053908433,82.01155090332031,100.3405321587387
284,-11.218502809659231,-16.685331448019728,-80.57462220660109,225.09744517289437,530.1459311509948,16.04991912841797,12.343066404392935
285,13.722338536290803,46.593667998771075,-37.534320035238785,1267.8671023675706,2183.4559751053957,94.3619384765625,104.3387415859754
289,47.25560670830192,8.822034600449998,-8.90114518238994,2488.222207811108,3182.1879940887693,72.72977447509766,96.94764907578003
296,15.430466411936202,37.601559586044935,-91.44552353849325,467.31384911036,1404.3568505178052,51.35559844970703,44.87054016030865
303,-27.136788937278933,35.46690609013047,-13.85416059787022,562.4621163774282,729.6395866863982,9.700599670410156,12.702746120200848
307,21.680675657289857,38.60222574282875,-44.11963355824955,1081.8834011195577,2019.7799473557486,97.36763000488281,103.50400093826808
310,35.37526111423003,23.463777446392413,-24.16367472787224,289.1111228820955,412.5207033145224,7.792876720428467,9.292048305317234
315,-4.586701479933376,47.620552902518014,-33.67692753387451,635.2069972837926,1055.7376097350782,37.64044952392578,42.63512340019856
316,20.48304454249429,36.74316669223375,-44.51682241857482,514.0514059330744,937.354374047732,23.95267105102539,25.424022686788195
323,-0.655416816698372,36.321434842207445,-85.27610863606641,144.59138848854855,391.52210469277884,7.0684661865234375,6.022572702463812
325,9.254854471993777,45.87427596672294,-51.658853614596595,414.7093259743997,828.4749327806105,22.211748123168945,22.595419897540484
327,33.46052413161046,30.02383892838415,-28.002269457349115,462.45763301897387,711.415597966804,11.307503700256348,13.192201201744556
328,19.82484970475263,45.82519720714356,-36.26631031086011,196.81740045972947,365.29047092784333,10.553175926208496,11.857588404587323
331,40.207819504777284,19.33724133779031,-25.53572153531124,425.32103853093577,643.2201208004651,21.576717376708984,25.47929761282633
335,39.1319850535397,24.653000203887807,-14.670679302744414,580.6057609547934,793.9491419132572,5.5894575119018555,7.132871460637209
337,26.545310890651255,10.036897367739302,-66.41649221376203,106.58921898246626,226.29594442533713,9.258491516113281,8.310905816766885
338,-2.5473962057925856,36.79936017785895,-51.29676721749294,690.9223265463079,1284.3207100232146,42.883243560791016,44.006468019660595
348,41.116491029809644,20.474287095894194,-79.91982537480769,111.21513236175451,296.3947761722946,32.64303207397461,28.225683907018432
350,22.726453559492303,39.077400805736126,-53.471607736750286,183.665740954777,386.74922183965657,7.2594404220581055,7.351499066122218
368,-1.2865848522912389,40.23347704488409,-93.62130708928207,195.893180938554,591.1854280577875,16.000146865844727,13.823788744522538
386,-1.3584278678767083,40.486158060098056,-8.40195516797238,630.4908942453985,753.7820218770324,11.410295486450195,15.680114082505224
388,30.615371230944657,37.05171021969691,-45.8466477352646,385.30838638052956,741.8249791273961,63.52381896972656,66.79189957693691
389,32.31551812096624,35.067329221828,-58.41170806458997,434.14750541154353,938.9059967765196,22.07038688659668,21.64396175046336
391,29.180245261326156,22.250726609767565,-53.3636090788822,484.79904573134263,931.1180822713177,23.83784294128418,23.860795431443282
393,20.192008320482053,-44.38666087097118,-15.03995891384137,151.2822990256791,204.17208203888032,32.00243377685547,40.67878222389012
414,13.173592207896098,41.46547611375397,-1.1655683932681915,1402.465617289883,1627.7547080539969,22.988157272338867,32.28361796890682
416,-40.19838761041876,-26.35339605807795,-40.3712212908596,1132.0265710815147,2051.5640514524634,89.60155487060547,95.55936162090671
417,34.25068748948496,32.013527237809726,-13.31768939970806,412.4775271047256,553.572216426112,16.743778228759766,21.447519093786344
424,25.18521705919949,40.33547117502068,-43.05041272386789,337.5155342195212,651.6324942626285,17.225685119628906,18.57263235760275
427,47.717888989220775,9.236262083081593,-83.11397762743992,145.36027961079526,425.5334633053869,6.213040351867676,5.3081500841372
428,46.055114279807306,9.66235564145382,-59.07637610870779,399.1071119955668,882.0551737138934,18.47905731201172,17.88826493437631
429,-1.643078694884494,41.87703916500278,-66.50015731989905,630.6278519612897,1444.266406935401,66.574951171875,62.259873380310545
436,30.622199961869168,36.112000822516556,-68.28525014367986,619.6480856244016,1512.6147959451957,140.06289672851562,127.77985781452068
458,33.331856352724465,33.859989740116355,-55.76881142728105,473.1865207562805,1000.899046462549,30.93337059020996,30.753421298465828
465,22.197799367543755,41.547464374948014,-51.365447979499734,802.464398703989,1666.7795382527013,71.51919555664062,72.8425421171048
477,-35.516354399761205,-31.90566690558496,-28.3942256032981,452.2823624741286,710.1539503838233,21.351404190063477,24.65432727208985
